mean_train_loss,mean_val_loss,train_acc,val_acc
2.9517948627471924,2.892665147781372,0.10540271793172025,0.16357206012378425
2.768380880355835,2.6387860774993896,0.2121312562147829,0.2639257294429708
2.4630651473999023,2.3367271423339844,0.2902441719147056,0.32891246684350134
2.180513620376587,2.094519853591919,0.3588553750966744,0.3881520778072502
1.9576115608215332,1.9107729196548462,0.41442934482377636,0.4248452696728559
1.785031795501709,1.7698338031768799,0.4607225720914816,0.4531388152077807
1.6480814218521118,1.6586363315582275,0.4957463263727765,0.4854111405835544
1.5361766815185547,1.5688276290893555,0.5248038890730305,0.504420866489832
1.442358374595642,1.49546217918396,0.5508783559827644,0.5203359858532273
1.3625526428222656,1.4350123405456543,0.575074577394763,0.5366931918656057
1.2934342622756958,1.3848845958709717,0.595182852723456,0.5539345711759505
1.2328648567199707,1.343143105506897,0.6151806430228705,0.5720601237842617
1.1791102886199951,1.3077986240386963,0.6316429123853717,0.5800176834659593
1.1309605836868286,1.2780089378356934,0.6485471218649873,0.5884173297966402
1.0871299505233765,1.2527165412902832,0.6629101756711966,0.5999115826702034
1.0468436479568481,1.230746865272522,0.6753949839796708,0.6016799292661361
1.0097179412841797,1.2118967771530151,0.6885427024638161,0.6074270557029178
0.9747481346130371,1.1963104009628296,0.7013589658601259,0.6087533156498673
0.9420089721679688,1.182209849357605,0.7108606783780798,0.6136162687886826
0.9110172390937805,1.1705358028411865,0.7220196663352115,0.6162687886825818
0.8818566203117371,1.1603485345840454,0.7328471992045078,0.618921308576481
0.8540284633636475,1.1517729759216309,0.7414650314882334,0.6224580017683466
0.8275413513183594,1.1438794136047363,0.7516296541818583,0.625552608311229
0.8021186590194702,1.1372588872909546,0.7615733068169263,0.6268788682581786
0.7777949571609497,1.1317239999771118,0.7694177438957022,0.6317418213969939
0.7545731663703918,1.1271467208862305,0.777262180974478,0.6348364279398763
0.7320678234100342,1.1226253509521484,0.7840017677604685,0.636604774535809
0.7104203104972839,1.1189236640930176,0.7917357198099657,0.6383731211317418
