epoch_time,mean_train_loss,mean_val_loss,train_acc,val_acc
36.26485224167506,65.27975463867188,42.68862533569336,0.4768533863661474,0.6246684350132626
29.118691472212472,54.81483840942383,72.65760040283203,0.6813611755607115,0.6551724137931034
27.89313103755315,57.527366638183594,85.5541763305664,0.753839354767429,0.6971706454465075
27.36810299952825,65.50440979003906,106.5797348022461,0.7908518395757375,0.7170645446507515
27.32805299361547,47.9813346862793,188.07229614257812,0.8230029830957906,0.6750663129973474
27.23627188205719,46.4479866027832,176.60629272460938,0.8483040548005745,0.7055702917771883
27.28070685068766,55.738616943359375,176.04945373535156,0.8585791625234781,0.7329796640141468
27.162542136510215,52.663822174072266,219.70401000976562,0.8692962103634957,0.7396109637488948
27.098491660753886,49.69868087768555,286.9521789550781,0.8903988509556955,0.7206012378426172
27.09781278769175,44.64767074584961,322.871337890625,0.8999005634736493,0.713527851458886
27.10582277774811,36.92921829223633,286.8804016113281,0.908960335874489,0.7418213969938108
27.06608894666036,45.27979278564453,351.5433654785156,0.9154789526019225,0.7374005305039788
26.97860540151596,47.09577941894531,324.1094665527344,0.9196773837145067,0.7475685234305924
27.0612158258756,33.598392486572266,385.9779052734375,0.9287371561153464,0.7343059239610964
26.957111402352652,69.79253387451172,468.39483642578125,0.9310573417301956,0.7298850574712644
