mean_train_loss,mean_val_loss,train_acc,val_acc
121.7291030883789,3.295145273208618,0.16814804988060494,0.345449721411515
699.9693603515625,28.247119903564453,0.2405147253913505,0.382329530379411
235.9559783935547,10.866929054260254,0.32050941894401697,0.3971875829132396
403.89483642578125,66.77883911132812,0.3460466967365349,0.4101883788803396
240.3208770751953,112.48777770996094,0.41430087556381,0.29716105067657206
312.8409729003906,87.29876708984375,0.3952639957548421,0.432740780047758
242.1632080078125,49.800846099853516,0.43307243300610243,0.43486335898116213
126.64627838134766,24.479204177856445,0.44255770761475194,0.4388431944812948
221.76467895507812,29.6907958984375,0.42949058105598303,0.47068187848235604
149.83042907714844,50.45359420776367,0.42531175378084374,0.3998408065799947
79.00165557861328,16.435155868530273,0.4291589280976386,0.34146988591138233
310.6224365234375,80.8670654296875,0.4051472539135049,0.4223932077474131
262.6480712890625,114.68297576904297,0.5090209604669673,0.4765189705492173
253.97348022460938,49.62419509887695,0.5009949588750332,0.5025205624834174
457.56951904296875,138.636474609375,0.5236136906341204,0.4417617405147254
