mean_train_loss,mean_val_loss,train_acc,val_acc
59663.1484375,1317.4696044921875,0.1629079331387636,0.38657468824621916
68426.625,4942.05712890625,0.30153886972671795,0.3751658264791722
40098.19140625,7960.076171875,0.4093260811886442,0.45502785884850094
114367.390625,57419.1953125,0.47598832581586625,0.45078270098169276
136492.5625,29927.28515625,0.522220748209074,0.5715043778190502
135290.265625,58030.72265625,0.5746219156274874,0.5847704961528257
235899.703125,207580.4375,0.6142876094454762,0.5635447068187848
106153.921875,77948.3671875,0.6356460599628548,0.5311753780843725
104252.28125,90261.09375,0.6282170336959406,0.5600955160520031
136580.78125,171093.328125,0.6638365614221279,0.5476253648182542
132286.1875,172527.28125,0.6769036879808968,0.5914035553197134
103365.1875,136043.859375,0.6541522950384717,0.5407269832846909
114018.3125,161906.75,0.6741841337224728,0.5553197134518439
105220.2265625,145674.40625,0.675179092597506,0.5890156540196338
99559.6015625,171272.375,0.6947466171398249,0.5720350225524011
