mean_train_loss,mean_val_loss,train_acc,val_acc
694.6550903320312,20.925294876098633,0.17783231626426108,0.35738922791191297
3243.894287109375,227.20379638671875,0.25676572035022555,0.39373839214645795
6488.6572265625,1087.448486328125,0.370390023879013,0.45821172724860704
7177.5390625,1484.65478515625,0.453369594056779,0.49774475988325817
7149.14453125,1837.9835205078125,0.5116078535420536,0.5083576545502786
6122.8740234375,2630.338623046875,0.5306447333510215,0.445210931281507
12763.9169921875,6110.05908203125,0.5670602281772353,0.5057044308835235
6734.7822265625,7295.8994140625,0.5961793579198726,0.5099495887503317
9088.771484375,5162.6787109375,0.61820111435394,0.5123374900504113
11548.9560546875,6707.1201171875,0.6170071637039002,0.5401963385513399
5518.931640625,8745.8330078125,0.6151499071371717,0.5195011939506501
11023.509765625,7396.1357421875,0.6414831520297161,0.5709737330856991
6355.943359375,5436.21337890625,0.6556778986468559,0.5574422923852481
14911.6162109375,12445.64453125,0.6641018837888034,0.5847704961528257
10418.1494140625,12571.767578125,0.6866542849562218,0.5712390554523746
